Thời gian,,Tốc độ tập chân,Tốc độ tập tay,Moment,Độ chính xác,Trợ lực
12/6/2021 9:02:46 PM,,21,00,2.11,54.2%,54.5
12/6/2021 9:02:46 PM,,21,00,2.11,53.9%,51.8
12/6/2021 9:02:46 PM,,29,00,2.13,53.1%,0
12/6/2021 9:02:46 PM,,29,00,2.13,51.9%,0
12/6/2021 9:02:46 PM,,29,00,2.13,52.9%,0
12/6/2021 9:02:46 PM,,29,00,2.13,52.8%,0
12/6/2021 9:02:46 PM,,29,00,2.13,50.6%,0
12/6/2021 9:02:46 PM,,29,00,2.13,50.3%,0
12/6/2021 9:02:46 PM,,29,00,2.11,53.3%,0
12/6/2021 9:02:46 PM,,29,00,2.11,53.1%,0
12/6/2021 9:02:46 PM,,29,00,2.11,52%,0
12/6/2021 9:02:46 PM,,29,00,2.11,53.9%,0
12/6/2021 9:02:46 PM,,29,00,2.11,51.7%,0
12/6/2021 9:02:46 PM,,29,00,2.11,53.4%,0
12/6/2021 9:02:46 PM,,25,00,2.04,51.8%,0
12/6/2021 9:02:46 PM,,25,00,2.04,50.5%,0
12/6/2021 9:02:46 PM,,25,00,2.04,51.4%,0
12/6/2021 9:02:46 PM,,25,00,2.04,53.9%,0
12/6/2021 9:02:46 PM,,25,00,2.04,50%,0
12/6/2021 9:02:46 PM,,25,00,2.04,54.5%,0
12/6/2021 9:02:46 PM,,27,00,3.11,50.7%,0
12/6/2021 9:02:46 PM,,27,00,3.11,52.2%,0
12/6/2021 9:02:46 PM,,27,00,3.11,52.5%,0
12/6/2021 9:02:46 PM,,27,00,3.11,52.7%,0
12/6/2021 9:02:46 PM,,27,00,3.11,54.6%,0
12/6/2021 9:02:46 PM,,27,00,3.11,54.9%,0
12/6/2021 9:02:46 PM,,22,00,3.81,52.7%,51.4
12/6/2021 9:02:46 PM,,22,00,3.81,53.1%,54.1
12/6/2021 9:02:46 PM,,22,00,3.81,52.2%,55
12/6/2021 9:02:46 PM,,22,00,3.81,50.5%,51.4
12/6/2021 9:02:46 PM,,22,00,3.81,54.5%,51.6
12/6/2021 9:02:46 PM,,22,00,3.81,54.7%,52
12/6/2021 9:02:46 PM,,25,00,2.73,51.8%,0
12/6/2021 9:02:46 PM,,25,00,2.73,54.5%,0
12/6/2021 9:02:46 PM,,25,00,2.73,51.7%,0
12/6/2021 9:02:46 PM,,25,00,2.73,50.7%,0
12/6/2021 9:02:46 PM,,25,00,2.73,53.9%,0
12/6/2021 9:02:46 PM,,25,00,2.73,50.7%,0
12/6/2021 9:02:46 PM,,26,00,3.70,52.9%,0
12/6/2021 9:02:46 PM,,26,00,3.70,52%,0
12/6/2021 9:02:46 PM,,26,00,3.70,54%,0
12/6/2021 9:02:46 PM,,26,00,3.70,53%,0
12/6/2021 9:02:46 PM,,26,00,3.70,51%,0
12/6/2021 9:02:46 PM,,26,00,3.70,51.1%,0
12/6/2021 9:02:46 PM,,25,00,2.54,50.5%,0
12/6/2021 9:02:46 PM,,25,00,2.54,53.4%,0
12/6/2021 9:02:46 PM,,25,00,2.54,53.5%,0
12/6/2021 9:02:46 PM,,25,00,2.54,53.1%,0
12/6/2021 9:02:46 PM,,25,00,2.54,52.9%,0
12/6/2021 9:02:46 PM,,25,00,2.54,53.6%,0
12/6/2021 9:02:46 PM,,21,00,3.26,51.2%,51.3
12/6/2021 9:02:46 PM,,21,00,3.26,53.4%,52.4
12/6/2021 9:02:46 PM,,21,00,3.26,53.9%,52.4
12/6/2021 9:02:46 PM,,21,00,3.26,54.2%,54.7
12/6/2021 9:02:46 PM,,21,00,3.26,54.3%,53
12/6/2021 9:02:46 PM,,21,00,3.26,53.8%,51.1
12/6/2021 9:02:46 PM,,20,00,2.30,54.2%,53.8
12/6/2021 9:02:46 PM,,20,00,2.30,52.1%,51.6
12/6/2021 9:02:46 PM,,20,00,2.30,54.9%,51.9
12/6/2021 9:02:46 PM,,20,00,2.30,51.3%,52.9
12/6/2021 9:02:46 PM,,20,00,2.30,52.1%,53.7
12/6/2021 9:02:46 PM,,20,00,2.30,53.1%,53.6
12/6/2021 9:02:46 PM,,25,00,3.46,50.1%,0
12/6/2021 9:02:46 PM,,25,00,3.46,52.9%,0
12/6/2021 9:02:46 PM,,25,00,3.46,53%,0
12/6/2021 9:02:46 PM,,25,00,3.46,50.4%,0
12/6/2021 9:02:46 PM,,25,00,3.46,53.3%,0
12/6/2021 9:02:46 PM,,25,00,3.46,50.2%,0
12/6/2021 9:02:46 PM,,25,00,2.35,51.7%,0
12/6/2021 9:02:46 PM,,25,00,2.35,53.6%,0
12/6/2021 9:02:46 PM,,25,00,2.35,52.5%,0
12/6/2021 9:02:46 PM,,25,00,2.35,53.5%,0
12/6/2021 9:02:46 PM,,25,00,2.35,50.7%,0
12/6/2021 9:02:46 PM,,25,00,2.35,53.5%,0
12/6/2021 9:02:46 PM,,28,00,3.25,52.8%,0
12/6/2021 9:02:46 PM,,28,00,3.25,50.7%,0
12/6/2021 9:02:46 PM,,28,00,3.25,53.1%,0
12/6/2021 9:02:46 PM,,28,00,3.25,51.5%,0
12/6/2021 9:02:46 PM,,28,00,3.25,51%,0
12/6/2021 9:02:46 PM,,28,00,3.25,50.3%,0
12/6/2021 9:02:46 PM,,22,00,3.86,53.4%,54.4
12/6/2021 9:02:46 PM,,22,00,3.86,54.5%,52.9
12/6/2021 9:02:46 PM,,22,00,3.86,51.6%,52.5
12/6/2021 9:02:46 PM,,22,00,3.86,50.5%,54.6
12/6/2021 9:02:46 PM,,22,00,3.86,53.5%,54.1
12/6/2021 9:02:46 PM,,22,00,3.86,54.1%,53
12/6/2021 9:02:46 PM,,25,00,3.69,54%,0
12/6/2021 9:02:46 PM,,25,00,3.69,50.7%,0
12/6/2021 9:02:46 PM,,25,00,3.69,51.2%,0
12/6/2021 9:02:46 PM,,25,00,3.69,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.69,52.9%,0
12/6/2021 9:02:46 PM,,25,00,3.69,50.1%,0
12/6/2021 9:02:46 PM,,27,00,3.20,51.2%,0
12/6/2021 9:02:46 PM,,27,00,3.20,54.4%,0
12/6/2021 9:02:46 PM,,27,00,3.20,51.5%,0
12/6/2021 9:02:46 PM,,27,00,3.20,52.7%,0
12/6/2021 9:02:46 PM,,27,00,3.20,53.3%,0
12/6/2021 9:02:46 PM,,27,00,3.20,54.7%,0
12/6/2021 9:02:46 PM,,25,00,3.32,52.5%,0
12/6/2021 9:02:46 PM,,25,00,3.32,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.32,53%,0
12/6/2021 9:02:46 PM,,25,00,3.32,50.5%,0
12/6/2021 9:02:46 PM,,25,00,3.32,53.7%,0
12/6/2021 9:02:46 PM,,25,00,3.32,51.2%,0
12/6/2021 9:02:46 PM,,28,00,3.33,50.5%,0
12/6/2021 9:02:46 PM,,28,00,3.33,53.7%,0
12/6/2021 9:02:46 PM,,28,00,3.33,50.1%,0
12/6/2021 9:02:46 PM,,28,00,3.33,50.9%,0
12/6/2021 9:02:46 PM,,28,00,3.33,53.2%,0
12/6/2021 9:02:46 PM,,28,00,3.33,51%,0
12/6/2021 9:02:46 PM,,27,00,2.43,52.9%,0
12/6/2021 9:02:46 PM,,27,00,2.43,52%,0
12/6/2021 9:02:46 PM,,27,00,2.43,51.6%,0
12/6/2021 9:02:46 PM,,27,00,2.43,54.8%,0
12/6/2021 9:02:46 PM,,27,00,2.43,53.7%,0
12/6/2021 9:02:46 PM,,27,00,2.43,52.4%,0
12/6/2021 9:02:46 PM,,25,00,3.29,54.2%,0
12/6/2021 9:02:46 PM,,25,00,3.29,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.29,52.8%,0
12/6/2021 9:02:46 PM,,25,00,3.29,53.2%,0
12/6/2021 9:02:46 PM,,25,00,3.29,53%,0
12/6/2021 9:02:46 PM,,25,00,3.29,53.4%,0
12/6/2021 9:02:46 PM,,26,00,3.88,52.1%,0
12/6/2021 9:02:46 PM,,26,00,3.88,53.7%,0
12/6/2021 9:02:46 PM,,26,00,3.88,52.7%,0
12/6/2021 9:02:46 PM,,26,00,3.88,50.9%,0
12/6/2021 9:02:46 PM,,26,00,3.88,54.3%,0
12/6/2021 9:02:46 PM,,26,00,3.88,54.8%,0
12/6/2021 9:02:46 PM,,25,00,2.52,52.8%,0
12/6/2021 9:02:46 PM,,25,00,2.52,53.4%,0
12/6/2021 9:02:46 PM,,25,00,2.52,53.1%,0
12/6/2021 9:02:46 PM,,25,00,2.52,54.3%,0
12/6/2021 9:02:46 PM,,25,00,2.52,53.6%,0
12/6/2021 9:02:46 PM,,25,00,2.52,54.7%,0
12/6/2021 9:02:46 PM,,23,00,3.46,51.6%,53.4
12/6/2021 9:02:46 PM,,23,00,3.46,50.2%,52
12/6/2021 9:02:46 PM,,23,00,3.46,54.1%,53.2
12/6/2021 9:02:46 PM,,23,00,3.46,50.6%,51.6
12/6/2021 9:02:46 PM,,23,00,3.46,54.5%,53.2
12/6/2021 9:02:46 PM,,23,00,3.46,53.3%,52.9
12/6/2021 9:02:46 PM,,23,00,3.46,54.4%,53.4
12/6/2021 9:02:46 PM,,23,00,3.46,52.8%,51.9
12/6/2021 9:02:46 PM,,23,00,3.46,51.3%,51.3
12/6/2021 9:02:46 PM,,25,00,2.55,53.1%,0
12/6/2021 9:02:46 PM,,25,00,2.55,53.3%,0
12/6/2021 9:02:46 PM,,25,00,2.55,50%,0
12/6/2021 9:02:46 PM,,25,00,2.55,54.2%,0
12/6/2021 9:02:46 PM,,25,00,2.55,51.3%,0
12/6/2021 9:02:46 PM,,25,00,2.55,54.9%,0
12/6/2021 9:02:46 PM,,29,00,2.25,52.3%,0
12/6/2021 9:02:46 PM,,29,00,2.25,50.3%,0
12/6/2021 9:02:46 PM,,29,00,2.25,52.7%,0
12/6/2021 9:02:46 PM,,29,00,2.25,50.3%,0
12/6/2021 9:02:46 PM,,29,00,2.25,52.8%,0
12/6/2021 9:02:46 PM,,29,00,2.25,51.3%,0
12/6/2021 9:02:46 PM,,20,00,2.85,51.4%,54.5
12/6/2021 9:02:46 PM,,20,00,2.85,52.1%,51.7
12/6/2021 9:02:46 PM,,20,00,2.85,53.8%,54.9
12/6/2021 9:02:46 PM,,20,00,2.85,50.4%,53.7
12/6/2021 9:02:46 PM,,20,00,2.85,51.9%,54.6
12/6/2021 9:02:46 PM,,20,00,2.85,52.8%,50.5
12/6/2021 9:02:46 PM,,25,00,2.89,52.5%,0
12/6/2021 9:02:46 PM,,25,00,2.89,54.2%,0
12/6/2021 9:02:46 PM,,25,00,2.89,50.3%,0
12/6/2021 9:02:46 PM,,25,00,2.89,54.2%,0
12/6/2021 9:02:46 PM,,25,00,2.89,54.9%,0
12/6/2021 9:02:46 PM,,25,00,2.89,51.5%,0
12/6/2021 9:02:46 PM,,25,00,2.83,53.1%,0
12/6/2021 9:02:46 PM,,25,00,2.83,52.8%,0
12/6/2021 9:02:46 PM,,25,00,2.83,54.3%,0
12/6/2021 9:02:46 PM,,25,00,2.83,53.9%,0
12/6/2021 9:02:46 PM,,25,00,2.83,53.9%,0
12/6/2021 9:02:46 PM,,25,00,2.83,50.4%,0
12/6/2021 9:02:46 PM,,27,00,2.89,54.4%,0
12/6/2021 9:02:46 PM,,27,00,2.89,50.4%,0
12/6/2021 9:02:46 PM,,27,00,2.89,52.4%,0
12/6/2021 9:02:46 PM,,27,00,2.89,54.1%,0
12/6/2021 9:02:46 PM,,27,00,2.89,51.3%,0
12/6/2021 9:02:46 PM,,27,00,2.89,50.4%,0
12/6/2021 9:02:46 PM,,25,00,2.84,50.4%,0
12/6/2021 9:02:46 PM,,25,00,2.84,54.4%,0
12/6/2021 9:02:46 PM,,25,00,2.84,54.9%,0
12/6/2021 9:02:46 PM,,25,00,2.84,50.5%,0
12/6/2021 9:02:46 PM,,25,00,2.84,50.4%,0
12/6/2021 9:02:46 PM,,25,00,2.84,52.9%,0
12/6/2021 9:02:46 PM,,25,00,3.27,53.3%,0
12/6/2021 9:02:46 PM,,25,00,3.27,50.9%,0
12/6/2021 9:02:46 PM,,25,00,3.27,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.27,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.27,50.2%,0
12/6/2021 9:02:46 PM,,25,00,3.27,50.2%,0
12/6/2021 9:02:46 PM,,22,00,3.00,53.2%,53.8
12/6/2021 9:02:46 PM,,22,00,3.00,54.2%,51.6
12/6/2021 9:02:46 PM,,22,00,3.00,51.9%,50.7
12/6/2021 9:02:46 PM,,22,00,3.00,53.1%,52.5
12/6/2021 9:02:46 PM,,22,00,3.00,54.1%,54.4
12/6/2021 9:02:46 PM,,22,00,3.00,53.5%,50.4
12/6/2021 9:02:46 PM,,25,00,3.62,54.4%,0
12/6/2021 9:02:46 PM,,25,00,3.62,51.7%,0
12/6/2021 9:02:46 PM,,25,00,3.62,50.2%,0
12/6/2021 9:02:46 PM,,25,00,3.62,53.4%,0
12/6/2021 9:02:46 PM,,25,00,3.62,54.6%,0
12/6/2021 9:02:46 PM,,25,00,3.62,50.4%,0
12/6/2021 9:02:46 PM,,25,00,3.31,50.7%,0
12/6/2021 9:02:46 PM,,25,00,3.31,52.3%,0
12/6/2021 9:02:46 PM,,25,00,3.31,54.8%,0
12/6/2021 9:02:46 PM,,25,00,3.31,54.1%,0
12/6/2021 9:02:46 PM,,25,00,3.31,54.5%,0
12/6/2021 9:02:46 PM,,25,00,3.31,52.5%,0
12/6/2021 9:02:46 PM,,23,00,2.49,53.9%,50.2
12/6/2021 9:02:46 PM,,23,00,2.49,54.1%,52
12/6/2021 9:02:46 PM,,23,00,2.49,52.8%,53.9
12/6/2021 9:02:46 PM,,23,00,2.49,51.9%,50.9
12/6/2021 9:02:46 PM,,23,00,2.49,54%,54.8
12/6/2021 9:02:46 PM,,23,00,2.49,53.6%,54.8
12/6/2021 9:02:46 PM,,25,00,2.28,53.2%,0
12/6/2021 9:02:46 PM,,25,00,2.28,51.4%,0
12/6/2021 9:02:46 PM,,25,00,2.28,54.2%,0
12/6/2021 9:02:46 PM,,25,00,2.28,50.5%,0
12/6/2021 9:02:46 PM,,25,00,2.28,51.9%,0
12/6/2021 9:02:46 PM,,25,00,2.28,54.6%,0
12/6/2021 9:02:46 PM,,25,00,3.37,50.2%,0
12/6/2021 9:02:46 PM,,25,00,3.37,54.6%,0
12/6/2021 9:02:46 PM,,25,00,3.37,51.9%,0
12/6/2021 9:02:46 PM,,25,00,3.37,51.9%,0
12/6/2021 9:02:46 PM,,25,00,3.37,51.9%,0
12/6/2021 9:02:46 PM,,25,00,3.37,51.2%,0
12/6/2021 9:02:46 PM,,27,00,3.58,50.6%,0
12/6/2021 9:02:46 PM,,27,00,3.58,53.5%,0
12/6/2021 9:02:46 PM,,27,00,3.58,50.6%,0
12/6/2021 9:02:46 PM,,27,00,3.58,50.9%,0
12/6/2021 9:02:46 PM,,27,00,3.58,54%,0
12/6/2021 9:02:46 PM,,27,00,3.58,50.1%,0
12/6/2021 9:02:46 PM,,25,00,2.80,53.6%,0
12/6/2021 9:02:46 PM,,25,00,2.80,51.2%,0
12/6/2021 9:02:46 PM,,25,00,2.80,54.1%,0
12/6/2021 9:02:46 PM,,25,00,2.80,54.8%,0
12/6/2021 9:02:46 PM,,25,00,2.80,51.6%,0
12/6/2021 9:02:46 PM,,25,00,2.80,51.7%,0
12/6/2021 9:02:46 PM,,25,00,3.37,50.6%,0
12/6/2021 9:02:46 PM,,25,00,3.37,52.7%,0
12/6/2021 9:02:46 PM,,25,00,3.37,53.9%,0
12/6/2021 9:02:46 PM,,25,00,3.37,53.6%,0
12/6/2021 9:02:46 PM,,25,00,3.37,50.2%,0
12/6/2021 9:02:46 PM,,25,00,3.37,54.8%,0
12/6/2021 9:02:46 PM,,28,00,3.53,52.8%,0
12/6/2021 9:02:46 PM,,28,00,3.53,52.1%,0
12/6/2021 9:02:46 PM,,28,00,3.53,52.4%,0
12/6/2021 9:02:46 PM,,28,00,3.53,54.9%,0
12/6/2021 9:02:46 PM,,28,00,3.53,52.2%,0
12/6/2021 9:02:46 PM,,28,00,3.53,50.5%,0
12/6/2021 9:02:46 PM,,25,00,3.85,51%,0
12/6/2021 9:02:46 PM,,25,00,3.85,55%,0
12/6/2021 9:02:46 PM,,25,00,3.85,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.85,51%,0
12/6/2021 9:02:46 PM,,25,00,3.85,50.9%,0
12/6/2021 9:02:46 PM,,25,00,3.85,52.7%,0
12/6/2021 9:02:46 PM,,25,00,3.73,52.7%,0
12/6/2021 9:02:46 PM,,25,00,3.73,53%,0
12/6/2021 9:02:46 PM,,25,00,3.73,51.9%,0
12/6/2021 9:02:46 PM,,25,00,3.73,53.6%,0
12/6/2021 9:02:46 PM,,25,00,3.73,50.3%,0
12/6/2021 9:02:46 PM,,25,00,3.73,52.6%,0
12/6/2021 9:02:46 PM,,28,00,2.87,53.9%,0
12/6/2021 9:02:46 PM,,28,00,2.87,50.3%,0
12/6/2021 9:02:46 PM,,28,00,2.87,54.9%,0
12/6/2021 9:02:46 PM,,28,00,2.87,51.1%,0
12/6/2021 9:02:46 PM,,28,00,2.87,54%,0
12/6/2021 9:02:46 PM,,28,00,2.87,54.6%,0
12/6/2021 9:02:46 PM,,25,00,3.88,54.8%,0
12/6/2021 9:02:46 PM,,25,00,3.88,53.6%,0
12/6/2021 9:02:46 PM,,25,00,3.88,52.7%,0
12/6/2021 9:02:46 PM,,25,00,3.88,53.4%,0
12/6/2021 9:02:46 PM,,25,00,3.88,50.4%,0
12/6/2021 9:02:46 PM,,25,00,3.88,50.8%,0
12/6/2021 9:02:46 PM,,21,00,2.04,54.4%,54.3
12/6/2021 9:02:46 PM,,21,00,2.04,52.7%,52.1
12/6/2021 9:02:46 PM,,21,00,2.04,50.9%,50.1
12/6/2021 9:02:46 PM,,21,00,2.04,53%,53.7
12/6/2021 9:02:46 PM,,21,00,2.04,52.1%,50.4
12/6/2021 9:02:46 PM,,21,00,2.04,50.1%,53.6
12/6/2021 9:02:46 PM,,20,00,2.07,53.5%,53.5
12/6/2021 9:02:46 PM,,20,00,2.07,51.9%,50.6
12/6/2021 9:02:46 PM,,20,00,2.07,50.3%,51.5
12/6/2021 9:02:46 PM,,20,00,2.07,53.3%,54.6
12/6/2021 9:02:46 PM,,20,00,2.07,53.9%,51.6
12/6/2021 9:02:46 PM,,20,00,2.07,54.1%,53.9
12/6/2021 9:02:46 PM,,23,00,2.09,52.4%,53.4
12/6/2021 9:02:46 PM,,23,00,2.09,51.7%,51.4
12/6/2021 9:02:46 PM,,23,00,2.09,54.9%,54.8
12/6/2021 9:02:46 PM,,23,00,2.09,53.6%,54
12/6/2021 9:02:46 PM,,23,00,2.09,50.9%,53.5
